작성일자,단계,레코드유형,수주명,Product
2024-04-16,Closed,뉴솔루션,[마감]주차_한국타이어평택,주차장비구매
2024-04-16,Drop,뉴솔루션,[삭제]주차_UNIST,주차장비구매
2024-04-16,Drop,뉴솔루션,[삭제]주차_계양구청,주차장비구매
2024-04-16,Drop,뉴솔루션,[삭제]주차_원주하얏트,주차장비구매
2024-04-16,Drop,뉴솔루션,[삭제]주차_한신더휴메트로,주차장비구매
2024-04-25,Closed,뉴솔루션,2Q-13. 서울4본부-솔루션-주차장비 구매-한국타이어 평택물류센터,주차장비구매
2024-04-26,Drop,뉴솔루션,[삭제]주차_타임테라스판매,주차장비구매
2024-04-29,Drop,뉴솔루션,[삭제]주차-엔솔오창,주차장비구매
2024-04-29,Closed,뉴솔루션,[삭제]주차-트윈타워,주차장비구매
2024-05-07,Closed,뉴솔루션,[마감]주차_판교계룡건설,주차장비구매
2024-05-07,Drop,뉴솔루션,[삭제]주차_장충동파라다이스시티,주차장비구매
2024-05-14,Closed,뉴솔루션,[마감]주차_전자가산R&D(변동성일시불),주차장비구매
2024-05-28,Closed,뉴솔루션,[마감]주차_과천계룡건설,주차장비구매
2024-07-05,Drop,뉴솔루션,"ZF_Parking_미래에셋증권(여의도,창원,주안) 통합 주차시스템",주차장비구매
2024-07-29,Drop,뉴솔루션,[삭제]주차_천안갤러리아,주차장비구매
2024-08-05,Closed,뉴솔루션,[마감]주차_자이운정,주차장비구매
2024-08-12,Drop,뉴솔루션,[삭제]주차_서울마리나리조트,주차장비구매
2024-08-17,Closed,뉴솔루션,PARKING_서울2_전자가산R&D캠퍼스 주차장비,주차장비구매
2024-10-03,Closed,뉴솔루션,[마감]주차_자이검단,주차장비구매
2024-10-03,Closed,뉴솔루션,[마감]주차_자이영통,주차장비구매
2024-10-03,Closed,뉴솔루션,[마감]주차_자이포항,주차장비구매
2024-10-18,Closed,뉴솔루션,[마감]주차_강원랜드,주차장비구매
2024-10-18,Closed,뉴솔루션,[마감]주차_공군본부_1,주차장비구매
2024-10-18,Closed,뉴솔루션,[마감]주차_국립자연휴양림,주차장비구매
2024-10-18,Closed,뉴솔루션,[마감]주차_해군본부,주차장비구매
2024-10-25,Closed,뉴솔루션,[마감]주차_공군본부_2,주차장비구매
2024-10-25,Closed,뉴솔루션,PARKING_서울2_주차장비 구매_U+군(2개 사업장),주차장비구매
2024-11-08,Closed,뉴솔루션,[마감]주차_안산시청,주차장비구매
2024-11-12,Closed,뉴솔루션,[마감]주차_사단법인 환경실천연합회,주차장비구매
2025-01-15,Pipeline,뉴솔루션,Parking_주차 장비판매_CPO(25년),주차장비구매
2025-01-20,Pipeline,뉴솔루션,Parking_주차장비구매_강원랜드2(25년),주차장비구매
2024-02-13,Drop,뉴솔루션,[목표]LGES오창공장 주차시스템 서비스 제공,주차장위탁운영
2024-02-16,Closed,뉴솔루션,전국구 Sales_Product_Commit_Parking_중부1본부,주차장위탁운영
2024-03-15,Closed,뉴솔루션,[마감]주차_서울여대,주차장위탁운영
2024-03-15,Drop,뉴솔루션,[삭제]주차_GFC,주차장위탁운영
2024-03-15,Drop,뉴솔루션,[삭제]주차_과천어반허브,주차장위탁운영
2024-03-15,Drop,뉴솔루션,[삭제]주차_덕성여대,주차장위탁운영
2024-03-15,Drop,뉴솔루션,[삭제]주차_디앤오강서,주차장위탁운영
2024-03-15,Drop,뉴솔루션,[삭제]주차_롯데마트중계점,주차장위탁운영
2024-03-15,Drop,뉴솔루션,[삭제]주차_메세나폴리스,주차장위탁운영
2024-03-15,Drop,뉴솔루션,[삭제]주차_스퀘어원,주차장위탁운영
2024-03-15,Drop,뉴솔루션,[삭제]주차_영신빌딩,주차장위탁운영
2024-03-15,Drop,뉴솔루션,[삭제]주차_중앙유통단지,주차장위탁운영
2024-03-22,Drop,뉴솔루션,서울1_주차장 위탁운영(주차시스템판매)_(정보보안),주차장위탁운영
2024-04-09,Drop,뉴솔루션,(삭제)(신한은행운영센터)주요빌딩 무인주차 제안,주차장위탁운영
2024-04-16,Closed,뉴솔루션,[마감]주차_미래에셋여의도,주차장위탁운영
2024-04-16,Drop,뉴솔루션,[삭제]주차_KG타워,주차장위탁운영
2024-04-16,Drop,뉴솔루션,[삭제]주차_센터포인트,주차장위탁운영
2024-04-16,Drop,뉴솔루션,[삭제]주차_파인에비뉴,주차장위탁운영
2024-04-16,Drop,뉴솔루션,[삭제]주차_하나금융투자증권여의도,주차장위탁운영
2024-04-16,Drop,뉴솔루션,"[삭제]주차_홈플러스2개소(대구성서,수성)",주차장위탁운영
2024-04-25,Drop,뉴솔루션,서울1_주차장 위탁운영_(2차부지),주차장위탁운영
2024-04-26,Drop,뉴솔루션,[삭제]주차_타임테라스,주차장위탁운영
2024-04-29,Drop,뉴솔루션,[삭제]주차-타임스퀘어,주차장위탁운영
2024-05-07,Drop,뉴솔루션,[삭제]주차_부산예광빌딩,주차장위탁운영
2024-05-07,Drop,뉴솔루션,[삭제]주차_판교SK허브,주차장위탁운영
2024-05-14,Drop,뉴솔루션,[삭제]주차_시그나타워,주차장위탁운영
2024-05-14,Drop,뉴솔루션,[삭제]주차_씨젠송파빌딩,주차장위탁운영
2024-05-16,Drop,뉴솔루션,(KT＆G운영센터)강동사옥 주차서비스,주차장위탁운영
2024-06-04,Drop,뉴솔루션,[삭제]주차_일산암센터,주차장위탁운영
2024-06-04,Drop,뉴솔루션,[삭제]주차-하이베라스,주차장위탁운영
2024-06-11,Closed,뉴솔루션,[마감]주차_747타워,주차장위탁운영
2024-06-11,Drop,뉴솔루션,[삭제]주차_트라인컴퍼니,주차장위탁운영
2024-07-01,Drop,뉴솔루션,[삭제]주차_홈플러스송탄,주차장위탁운영
2024-07-02,Closed,뉴솔루션,[마감]주차_용평리조트,주차장위탁운영
2024-07-15,Drop,뉴솔루션,[삭제]주차_TP타워,주차장위탁운영
2024-07-22,Drop,뉴솔루션,[삭제]주차_다이소3개소,주차장위탁운영
2024-07-29,Drop,뉴솔루션,[삭제]주차_건국대학교,주차장위탁운영
2024-08-12,Drop,뉴솔루션,[삭제]주차_LF스퀘어인천,주차장위탁운영
2024-08-12,Drop,뉴솔루션,[삭제]주차_동양생명5개소,주차장위탁운영
2024-08-12,Drop,뉴솔루션,[삭제]주차_원주세브란스,주차장위탁운영
2024-08-19,Closed,뉴솔루션,[마감]주차_세종에비뉴힐,주차장위탁운영
2024-08-26,Drop,뉴솔루션,[삭제]주차_양재하이브랜드,주차장위탁운영
2024-09-02,Closed,뉴솔루션,[마감]주차_안녕인사동,주차장위탁운영
2024-09-09,Drop,뉴솔루션,[삭제]주차_국립제주대,주차장위탁운영
2024-10-03,Closed,뉴솔루션,[마감]주차_유성선병원,주차장위탁운영
2024-10-03,Drop,뉴솔루션,[삭제]주차_건국대병원,주차장위탁운영
2024-10-03,Drop,뉴솔루션,[삭제]주차_용인세브란스,주차장위탁운영
2024-10-18,Closed,뉴솔루션,[마감]주차_눈스퀘어,주차장위탁운영
2024-10-18,Drop,뉴솔루션,[삭제]주차_도봉새마을금고,주차장위탁운영
2024-10-18,Drop,뉴솔루션,[삭제]주차_룩소르퍼스트비즈타워,주차장위탁운영
2024-10-18,Drop,뉴솔루션,[삭제]주차_청강스타빌딩,주차장위탁운영
2024-10-18,Drop,뉴솔루션,[삭제]주차_청주시나대지,주차장위탁운영
2025-01-20,Pipeline,뉴솔루션,Parking_LF스퀘어광양(25년),주차장위탁운영
2025-01-20,Pipeline,뉴솔루션,Parking_YTN(25년),주차장위탁운영
2025-01-20,Pipeline,뉴솔루션,Parking_강서N타워(25년),주차장위탁운영
2025-01-20,Pipeline,뉴솔루션,Parking_교직원공제회 지방회관_8개소(25년),주차장위탁운영
2025-01-20,Pipeline,뉴솔루션,Parking_그레이스숭례(25년),주차장위탁운영
2025-01-20,Pipeline,뉴솔루션,Parking_롯데시티호텔명동(25년),주차장위탁운영
2025-01-20,Pipeline,뉴솔루션,Parking_상암전자회관(25년),주차장위탁운영
2025-01-20,Pipeline,뉴솔루션,Parking_성산빌딩(25년),주차장위탁운영
2025-01-20,Pipeline,뉴솔루션,Parking_아스테리움용산(25년),주차장위탁운영
2025-01-20,Pipeline,뉴솔루션,Parking_에스트레뉴(25년),주차장위탁운영
2025-01-20,Pipeline,뉴솔루션,Parking_연세동문회관(25년),주차장위탁운영
2025-01-20,Pipeline,뉴솔루션,Parking_연세의료원(25년),주차장위탁운영
2025-01-20,Pipeline,뉴솔루션,Parking_연세의료원연구오피스텔(25년),주차장위탁운영
2025-01-20,Pipeline,뉴솔루션,Parking_의정부센트럴타워(25년),주차장위탁운영
2025-01-20,Pipeline,뉴솔루션,Parking_인천화평공영주차장(25년),주차장위탁운영
2025-01-20,Pipeline,뉴솔루션,Parking_제주대학교(25년),주차장위탁운영
2025-01-20,Pipeline,뉴솔루션,Parking_킨텍스(25년),주차장위탁운영
2025-01-20,Pipeline,뉴솔루션,Parking_판교차병원(25년),주차장위탁운영
2025-01-20,Pipeline,뉴솔루션,Parking_평택썬앤문주차타워(25년),주차장위탁운영
2025-01-20,Pipeline,뉴솔루션,Parking_한진빌딩(25년),주차장위탁운영
2025-01-20,Pipeline,뉴솔루션,Parking_홈플러스A(25년),주차장위탁운영
2025-01-20,Pipeline,뉴솔루션,Parking_홈플러스B(25년),주차장위탁운영
2024-03-15,Pipeline,뉴솔루션,도체오타워 PM,중소형자산관리
2024-03-15,Closed,뉴솔루션,동안 새마을금고 사옥 PM,중소형자산관리
2024-03-15,Closed,뉴솔루션,성남제일 새마을금고 사옥 PM,중소형자산관리
2024-03-15,Pipeline,뉴솔루션,엠빌딩 PFM,중소형자산관리
2024-03-15,Pipeline,뉴솔루션,영화빌딩 PM,중소형자산관리
2024-03-15,Pipeline,뉴솔루션,우창빌딩 PM,중소형자산관리
2024-03-15,Pipeline,뉴솔루션,웨스트엔드 구분소유 PM,중소형자산관리
2024-03-15,Target,뉴솔루션,장안동 414-2 PFM,중소형자산관리
2024-04-16,Potential,뉴솔루션,CS타워 PFM,중소형자산관리
2024-04-16,Target,뉴솔루션,MG새마을금고 4동 PM(통합),중소형자산관리
2024-04-16,Target,뉴솔루션,"MG자산관리 미화,보안(통합)",중소형자산관리
2024-04-16,Drop,뉴솔루션,이범타워PM,중소형자산관리
2024-04-16,Drop,뉴솔루션,하나은행 상속증여물건 PM 10동(통합),중소형자산관리
2024-04-16,Target,뉴솔루션,하나은행 원케어 4동 PM (통합),중소형자산관리
2024-04-29,Closed,뉴솔루션,NC백화점3개점통합,중소형자산관리
2024-04-29,Target,뉴솔루션,N타워 PFM,중소형자산관리
2024-05-14,Closed,뉴솔루션,동안새마을금고 LM,중소형자산관리
2024-05-14,Target,뉴솔루션,창훈빌딩 매각컨설팅,중소형자산관리
2024-05-16,Drop,뉴솔루션,삭제 [2024]누디트홍대비상주PM,중소형자산관리
2024-05-17,Target,뉴솔루션,여암빌딩 PFM,중소형자산관리
2024-05-20,Pipeline,뉴솔루션,하나은행 원케어 4동 FM (통합),중소형자산관리
2024-07-16,Pipeline,뉴솔루션,논현동 242-47 PFM,중소형자산관리
2024-07-22,Pipeline,뉴솔루션,위브리빙 선유 FM,중소형자산관리
2024-07-26,Target,뉴솔루션,오엔빌딩 매각컨설팅,중소형자산관리
2024-08-01,Target,뉴솔루션,맥시카나사옥 PFM,중소형자산관리
2024-08-13,Drop,뉴솔루션,아주디자인그룹 사옥FM,중소형자산관리
2024-08-16,Drop,뉴솔루션,논현동 9-2 FM,중소형자산관리
2024-08-16,Closed,뉴솔루션,일산새마을금고 사옥PM,중소형자산관리
2024-08-16,Closed,뉴솔루션,"청담동 3-7,10 FM",중소형자산관리
2024-08-21,Closed Lost,샌디 영업물건,[샌디몰 견적신청] 2024-08-21 - 빌딩자산관리 (12개월),중소형자산관리
2024-08-22,Drop,샌디 영업물건,[샌디몰 패키지 견적신청] 2024-08-22 - 빌딩자산관리 (12개월) 외 3건,중소형자산관리
2024-09-04,Target,뉴솔루션,이문동 77-16 PFM,중소형자산관리
2024-09-06,Drop,샌디 영업물건,[샌디몰 견적신청] 2024-09-06 - 빌딩자산관리 (24개월),중소형자산관리
2024-09-19,Closed,뉴솔루션,리파인사옥 FM,중소형자산관리
2024-09-19,Target,뉴솔루션,목동 404-160 LM,중소형자산관리
2024-09-20,Target,뉴솔루션,권선동 1010 PFM,중소형자산관리
2024-09-20,Pipeline,뉴솔루션,서초동 1366 PFM,중소형자산관리
2024-09-20,Pipeline,뉴솔루션,에셈타워 PFM,중소형자산관리
2024-09-20,Target,뉴솔루션,역삼동 823-35 PFM,중소형자산관리
2024-09-20,Target,뉴솔루션,인계동 1031-14 PFM,중소형자산관리
2024-10-11,Target,뉴솔루션,도선동 250-7 매각컨설팅,중소형자산관리
2024-10-11,Target,뉴솔루션,청룡빌딩 임대컨설팅,중소형자산관리
2024-11-01,Closed,뉴솔루션,광교빌딩 PM,중소형자산관리
2024-11-01,Drop,뉴솔루션,한승빌딩FM,중소형자산관리
2024-12-20,견적 요청,샌디 영업물건,[샌디몰 견적신청] 2024-12-20 - 빌딩자산관리 (12개월),중소형자산관리
2025-01-21,Pipeline,뉴솔루션,ASSET_CJ텔레닉스(구로)(25년),중소형자산관리
2025-01-21,Pipeline,뉴솔루션,ASSET_CS타워(25년),중소형자산관리
2025-01-21,Pipeline,뉴솔루션,ASSET_HB FM 3건(25년),중소형자산관리
2025-01-21,Pipeline,뉴솔루션,ASSET_HB PM 10건(25년),중소형자산관리
2025-01-21,Pipeline,뉴솔루션,ASSET_LM/매각(25년),중소형자산관리
2025-01-21,Pipeline,뉴솔루션,ASSET_MG새마을14건(25년),중소형자산관리
2025-01-21,Pipeline,뉴솔루션,ASSET_MG새마을보안(25년),중소형자산관리
2025-01-21,Pipeline,뉴솔루션,ASSET_MK(25년),중소형자산관리
2025-01-21,Pipeline,뉴솔루션,ASSET_권선동 1010(25년),중소형자산관리
2025-01-21,Pipeline,뉴솔루션,ASSET_답십리새마을금고(25년),중소형자산관리
2025-01-21,Pipeline,뉴솔루션,ASSET_법무법인 화우 3건(25년),중소형자산관리
2025-01-21,Pipeline,뉴솔루션,ASSET_법무법인 화우 4건(25년),중소형자산관리
2025-01-21,Pipeline,뉴솔루션,ASSET_샌디몰 FM 10건(25년),중소형자산관리
2025-01-21,Pipeline,뉴솔루션,ASSET_샌디몰 PM 12건(25년),중소형자산관리
2025-01-21,Pipeline,뉴솔루션,ASSET_서초동1366(25년),중소형자산관리
2025-01-21,Pipeline,뉴솔루션,ASSET_에셈타워(25년),중소형자산관리
2025-01-21,Pipeline,뉴솔루션,ASSET_여암빌딩(25년),중소형자산관리
2025-01-21,Pipeline,뉴솔루션,ASSET_역삼동 823-35(25년),중소형자산관리
2025-01-21,Pipeline,뉴솔루션,ASSET_영동기업 PM(25년),중소형자산관리
2025-01-21,Pipeline,뉴솔루션,ASSET_이문동 77-16(25년),중소형자산관리
2025-01-21,Pipeline,뉴솔루션,ASSET_이스턴네트워크(25년),중소형자산관리
2025-01-21,Pipeline,뉴솔루션,ASSET_인계동 1031-14(25년),중소형자산관리
2025-01-21,Pipeline,뉴솔루션,ASSET_장안동신축(25년),중소형자산관리
2025-01-21,Pipeline,뉴솔루션,ASSET_화성새마을금고(25년),중소형자산관리
2025-01-21,Pipeline,뉴솔루션,SAFE_전기차화재질식소화포_전기차화재보급현장Up-selling(25년),질식소화포
2024-03-18,Closed,뉴솔루션,청소로봇케어_DM스퀘어 청소로봇 서비스(사총),청소로봇
2024-03-18,Closed,뉴솔루션,청소로봇케어_네이버데이터센터 각세종 청소로봇(사총),청소로봇
2024-03-18,Closed,뉴솔루션,청소로봇케어_미성지에스이 청소로봇,청소로봇
2024-03-18,Closed,뉴솔루션,청소로봇케어_씨지인바이츠 마곡R&D 청소로봇(사총),청소로봇
2024-03-18,Closed,뉴솔루션,청소로봇케어_여의도포스트타워 청소로봇(사총),청소로봇
2024-03-18,Closed,뉴솔루션,청소로봇케어_유니클로 청소로봇 서비스(사총),청소로봇
2024-04-01,Closed,뉴솔루션,청소로봇케어_SP운영센터(2차부지)(사총),청소로봇
2024-04-01,Closed,뉴솔루션,청소로봇케어_픽셀플러스운영센터(사총),청소로봇
2024-04-16,Pipeline,뉴솔루션,청소로봇케어_CP3,청소로봇
2024-04-16,Drop,뉴솔루션,청소로봇케어_남부1,청소로봇
2024-04-16,Closed,뉴솔루션,청소로봇케어_무인양품 건습식,청소로봇
2024-04-16,Drop,뉴솔루션,청소로봇케어_재판매영업_서울1,청소로봇
2024-04-16,Drop,뉴솔루션,청소로봇케어_중부1,청소로봇
2024-04-16,Closed,뉴솔루션,청소로봇케어_포티투닷,청소로봇
2024-05-13,Closed,뉴솔루션,청소로봇케어_미래에셋센터원(아이비에스인더스트리)(사총),청소로봇
2024-06-03,Closed,뉴솔루션,청소로봇케어_포스코센터,청소로봇
2024-06-04,Closed,뉴솔루션,청소로봇케어_LG전자(SW유지보수),청소로봇
2024-07-05,Closed,뉴솔루션,1Q-01. 서울4본부-솔루션-네이버 세종 데이터센터 청소로봇 서비스,청소로봇
2024-07-05,Closed,뉴솔루션,청소로봇케어_IBS(포티투닷 습식청소로봇),청소로봇
2024-07-17,Closed,뉴솔루션,2Q-14. 서울4본부-솔루션-청소로봇-미래에셋센터원빌딩,청소로봇
2024-08-30,Drop,뉴솔루션,CLEAN_청소로봇케어_서울6(아주디자인),청소로봇
2024-09-06,Closed,뉴솔루션,롯데제과 청소로봇 흡진서비스,청소로봇
2024-11-15,Closed,뉴솔루션,CLEAN-청소로봇케어_서울6-G5센트럴,청소로봇
2024-11-15,Closed,뉴솔루션,솔루션_청소로봇케어_SP DP3(LG Display)-사총,청소로봇
2024-11-15,Closed,뉴솔루션,솔루션_청소로봇케어_가비아,청소로봇
2025-01-15,Pipeline,뉴솔루션,Clean_청소로봇_CPO(25년),청소로봇
2025-01-20,Pipeline,뉴솔루션,CLEAN_청소로봇케어_H&M습식5대(25년),청소로봇
2025-01-20,Pipeline,뉴솔루션,CLEAN_청소로봇케어_가든파이브(25년),청소로봇
2025-01-20,Pipeline,뉴솔루션,CLEAN_청소로봇케어_무인양품습식3대(25년),청소로봇
2025-01-20,Pipeline,뉴솔루션,CLEAN_청소로봇케어_탑텐습식10대(25년),청소로봇
2024-04-09,Drop,뉴솔루션,삭제(신한은행운영센터)영업점 청소용품 납품 제안,청소용품
2024-04-25,Closed,뉴솔루션,서울1_친환경 청소용품_(2차부지),청소용품
2024-11-15,Closed,뉴솔루션,CLEAN-친환경청소용품-서울4(해드림),청소용품
2024-11-18,Pipeline,뉴솔루션,[2024년] CLEAN-친환경청소용품-남부1(해비치호텔리조트),청소용품
2024-03-22,Drop,뉴솔루션,서울1_청소장비 솔루션_(EA센터),청소장비솔루션
2024-04-16,Drop,뉴솔루션,CLEAN_청소장비 솔루션_서울1본부(SP DP3),청소장비솔루션
2024-06-04,Closed,뉴솔루션,CLEAN_청소장비 솔루션_중부2본부(한국테크노플렉스운영센터),청소장비솔루션
2024-07-12,Pipeline,뉴솔루션,CLEAN_청소장비 솔루션_서울4본부(상암 유플러스),청소장비솔루션
2024-07-12,Drop,뉴솔루션,CLEAN_청소장비 솔루션_서울5본부(백상drop),청소장비솔루션
2024-08-19,Closed,뉴솔루션,CLEAN_청소장비 솔루션_서울2본부(디큐브시티),청소장비솔루션
2024-08-26,Drop,뉴솔루션,CLEAN_청소장비 솔루션_서울6(아주디자인)_삭제,청소장비솔루션
2024-08-30,Closed,뉴솔루션,CLEAN_청소장비솔루션_서울3(금융투자),청소장비솔루션
2024-08-30,Closed,뉴솔루션,CLEAN_청소장비솔루션_서울5(KT&G을지로)_사총,청소장비솔루션
2024-09-06,Closed,뉴솔루션,CLEAN_청소장비솔루션_중부2(포티투닷),청소장비솔루션
2024-09-06,Closed,뉴솔루션,CLEAN-청소장비솔루션-서울3(신한투자증권&꿈누리),청소장비솔루션
2024-09-11,Closed,뉴솔루션,CLEAN_청소장비 솔루션_서울5본부(충무로15),청소장비솔루션
2024-09-12,Closed Lost,뉴솔루션,CLEAN_청소장비 솔루션_서울5본부(백상/본사 및 연구실),청소장비솔루션
2024-11-14,Closed,뉴솔루션,CLEAN_청소장비 솔루션_서울1(백상/K스퀘어마곡),청소장비솔루션
2024-11-14,Closed,뉴솔루션,CLEAN_청소장비 솔루션_서울2(백상/인천세탁사업소),청소장비솔루션
2024-11-14,Closed,뉴솔루션,CLEAN_청소장비 솔루션_서울4(지수/누디트홍대),청소장비솔루션
2024-11-15,Closed,뉴솔루션,CLEAN_청소장비솔루션_백상인천세탁사업소,청소장비솔루션
2024-11-15,Closed,뉴솔루션,솔루션_청소장비솔루션_LG화학오산운영센터-사총,청소장비솔루션
2024-12-15,견적 요청,샌디 영업물건,[샌디몰 견적신청] 2024-12-15 - 청소장비 솔루션 (렌탈),청소장비솔루션
2025-01-06,견적,샌디 영업물건,[샌디몰 견적신청] 2025-01-06 - 청소장비 솔루션,청소장비솔루션
2025-01-15,Pipeline,뉴솔루션,Clean_청소장비_CPO(25년),청소장비솔루션
2025-02-04,Pipeline,뉴솔루션,CLEAN-청소장비솔루션-미성앰프로,청소장비솔루션
2024-04-16,Drop,뉴솔루션,CLEAN_청소품질컨설팅_공장,청소품질컨설팅
2024-04-16,Drop,뉴솔루션,CLEAN_청소품질컨설팅_병원,청소품질컨설팅
2024-10-22,Drop,샌디 영업물건,"[샌디몰 패키지 견적신청] 2024-10-22 - 청소품질컨설팅, 화장실 진단서비스, 화장실 1개소 외 1건",청소품질컨설팅
2024-02-16,Closed,뉴솔루션,전국구 Sales_Product_Commit_Life_중부1본부,카페
2024-02-29,Closed,뉴솔루션,뉴마켓_Life_서울2본부_LG마그나,카페
2024-03-15,Drop,뉴솔루션,[삭제]서울5본부_사내카페_카카오뱅크,카페
2024-04-15,Drop,뉴솔루션,서울3본부_사내카페_키움투자자산운용,카페
2024-06-17,Drop,뉴솔루션,서울2본부_사내카페_GS강서타워,카페
2024-06-17,Drop,뉴솔루션,서울5본부_사내카페_그랑서울,카페
2024-06-17,Drop,뉴솔루션,서울6본부_사내카페 영업,카페
2024-06-17,Drop,뉴솔루션,중부1본부 사내카페 영업,카페
2024-07-09,Closed,뉴솔루션,(변동매출) 전자서초 커피솔루션,카페
2024-07-22,Drop,뉴솔루션,서울6본부_사내카페_아주디자인 강동사옥,카페
2024-07-29,Pipeline,뉴솔루션,LIFE_사내카페자이_C&A_서울1본부(25년),카페
2024-08-12,Pipeline,뉴솔루션,LIFE_사내카페_LGAI연구원(25년),카페
2024-08-20,Pipeline,뉴솔루션,남부2본부_사내카페_Unist운영센터,카페
2024-09-09,Drop,뉴솔루션,중부1본부_사내카페_가비아운영센터,카페
2024-11-29,Closed,뉴솔루션,GS칼텍스 에너지플러스허브 사내카페,카페
2025-01-14,Pipeline,뉴솔루션,LIFE_사내카페(매장형)_KAIST 베이커리 카페,카페
2025-01-14,Pipeline,뉴솔루션,LIFE_사내카페(매장형)_여주대학교,카페
2025-01-17,Pipeline,뉴솔루션,LIFE_사내카페_신규수주(25년),카페
2025-01-17,Pipeline,뉴솔루션,LIFE_샌디카페_Unist운영센터(25년),카페
2025-01-17,Pipeline,뉴솔루션,LIFE_샌디카페_마곡사옥(25년),카페
2025-01-17,Pipeline,뉴솔루션,LIFE_샌디카페_신규수주(25년),카페
2025-01-17,Pipeline,뉴솔루션,영업물건관리 LIFE_사내카페(매장형)_서울대학교,카페
2024-03-18,Closed,뉴솔루션,서울5본부_커피머신_서울방재전문기술단,커피머신
2024-03-18,Drop,뉴솔루션,서울6본부_커피머신_스파크플러스,커피머신
2024-03-26,Closed,뉴솔루션,서울6본부_커피머신_IBS,커피머신
2024-05-07,Drop,뉴솔루션,서울6본부_커피머신+원두_전자서초R&D운영센터,커피머신
2024-05-16,Drop,뉴솔루션,(삭제)(소액수선)카카오뱅크 커피사업,커피머신
2024-08-12,Closed,뉴솔루션,서울5본부_커피머신_지수아이앤씨,커피머신
2024-05-08,Drop,뉴솔루션,서울4본부_탄산수제조기_U+용산운영센터,탄산수제조기
2024-03-22,Drop,뉴솔루션,전자서초 텀블러세척기,텀블러세척기
2024-04-16,Pipeline,뉴솔루션,서울6본부_텀블러세정기_논현IDC,텀블러세척기
2024-04-19,Pipeline,뉴솔루션,서울4본부_텀블러세척기_마포운영센터,텀블러세척기
2024-04-25,Drop,뉴솔루션,[삭제] 서울1_텀블러 자동세척기(CA),텀블러세척기
2024-07-08,Drop,뉴솔루션,남부1본부_텀블러세정기_LG엔솔오창운영센터,텀블러세척기
2024-09-06,Closed,뉴솔루션,남부1_한국교직원전북_텀블러세척기,텀블러세척기
2024-09-06,Drop,뉴솔루션,중부1_쿠팡풀필먼트_통근버스운영,통근버스플랫폼
2025-01-17,Pipeline,뉴솔루션,"LIFE_기업형셔틀_kTDS,제총회 6개사(25년)",통근버스플랫폼
2025-01-17,Pipeline,뉴솔루션,"LIFE_지역형셔틀_천안,아산 공장지역(25년)",통근버스플랫폼
2025-01-17,Pipeline,뉴솔루션,LIFE_지역형통근_JW제약(25년),통근버스플랫폼
2024-04-03,Drop,뉴솔루션,[삭제]LG전자 LG서울역빌딩 폰부스,폰부스
2024-04-03,Closed,뉴솔루션,[수주]지수아이앤씨 본사 폰부스,폰부스
2024-05-20,Closed,뉴솔루션,폰부스 연간 상품 판매,폰부스
2025-01-17,Pipeline,뉴솔루션,Interior_폰부스_내/외부고객(25년),폰부스
2024-03-18,Drop,뉴솔루션,[삭제]동양생명 대구사옥 화장실리모델링,화장실리모델링
2024-03-18,Drop,뉴솔루션,[삭제]동양생명 분당사옥 화장실리모델링,화장실리모델링
2024-04-19,Drop,뉴솔루션,휴맥스빌리지 화장실리모델링,화장실리모델링
2024-10-11,Drop,뉴솔루션,[삭제]마포빌딩 화장실 인테리어,화장실리모델링
2024-10-24,Pipeline,뉴솔루션,'25년-서울4본부-솔루션-전층 화장실 개선-마포빌딩,화장실리모델링
